Timestamp,mempool-count
2017-08-27 12:45:00,23756
2017-08-28 11:45:00,26139.5
2017-08-29 10:45:00,5436.5
2017-08-30 09:45:00,5147
2017-08-31 08:45:00,2186
2017-09-01 07:45:00,13653.5
2017-09-02 06:45:00,4041
2017-09-03 05:45:00,4916.5
2017-09-04 04:45:00,4059
2017-09-05 03:45:00,6201
2017-09-06 02:45:00,1858.5
2017-09-07 01:45:00,1803.5
2017-09-08 00:45:00,7262
2017-09-08 23:45:00,1854.5
2017-09-09 22:45:00,2094
2017-09-10 21:45:00,5281
2017-09-11 20:45:00,5736.5
2017-09-12 19:45:00,2520.5
2017-09-13 18:45:00,1521.5
2017-09-14 17:45:00,31857
2017-09-15 16:45:00,16060.5
2017-09-16 15:45:00,1981.5
2017-09-17 14:45:00,2672.5
2017-09-18 13:45:00,26801
2017-09-19 12:45:00,15466
2017-09-20 11:45:00,20340.5
2017-09-21 10:45:00,4317
2017-09-22 09:45:00,2922.5
2017-09-23 08:45:00,3609.5
2017-09-24 07:45:00,3270.5
2017-09-25 06:45:00,1700
2017-09-26 05:45:00,12668.5
2017-09-27 04:45:00,6150
2017-09-28 03:45:00,3843.5
2017-09-29 02:45:00,12703.5
2017-09-30 01:45:00,1547.5
2017-10-01 00:45:00,13466.5
2017-10-01 23:45:00,15711.5
2017-10-02 22:45:00,11364
2017-10-03 21:45:00,11091
2017-10-04 20:45:00,33527
2017-10-05 19:45:00,33931
2017-10-06 18:45:00,1977
2017-10-07 17:45:00,11543.5
2017-10-08 16:45:00,4589
2017-10-09 15:45:00,12484
2017-10-10 14:45:00,18850.5
2017-10-11 13:45:00,15126.5
2017-10-12 12:45:00,9426.5
2017-10-13 11:45:00,65355.5
2017-10-14 10:45:00,22249
2017-10-15 09:45:00,9877.5
2017-10-16 08:45:00,4507.5
2017-10-17 07:45:00,14055
2017-10-18 06:45:00,6872
2017-10-19 05:45:00,16131.5
2017-10-20 04:45:00,7114
2017-10-21 03:45:00,29832
2017-10-22 02:45:00,10650.5
2017-10-23 01:45:00,22024.5
2017-10-24 00:45:00,36206
2017-10-24 23:45:00,24337
2017-10-25 22:45:00,3
2017-10-26 21:45:00,25718
2017-10-27 20:45:00,67900
2017-10-28 19:45:00,70537
2017-10-29 18:45:00,20632
2017-10-30 17:45:00,33415.5
2017-10-31 16:45:00,31456.5
2017-11-01 15:45:00,34064.5
2017-11-02 14:45:00,23777
2017-11-03 13:45:00,37575
2017-11-04 12:45:00,53467
2017-11-05 11:45:00,22510.5
2017-11-06 10:45:00,15505
2017-11-07 09:45:00,27620.5
2017-11-08 08:45:00,24259.5
2017-11-09 07:45:00,40520
2017-11-10 06:45:00,46041.5
2017-11-11 05:45:00,98477
2017-11-12 04:45:00,138949
2017-11-13 03:45:00,127636
2017-11-14 02:45:00,98555.5
2017-11-15 01:45:00,91391.5
2017-11-16 00:45:00,70841
2017-11-16 23:45:00,56324
2017-11-17 22:45:00,52098.5
2017-11-18 21:45:00,38408.5
2017-11-19 20:45:00,24625
2017-11-20 19:45:00,27595.5
2017-11-21 18:45:00,28080
2017-11-22 17:45:00,34964
2017-11-23 16:45:00,27903.5
2017-11-24 15:45:00,42560.5
2017-11-25 14:45:00,27423
2017-11-26 13:45:00,24613.5
2017-11-27 12:45:00,28278.5
2017-11-28 11:45:00,42006
2017-11-29 10:45:00,59845.5
2017-11-30 09:45:00,57643
2017-12-01 08:45:00,44264.5
2017-12-02 07:45:00,40144
2017-12-03 06:45:00,29106
2017-12-04 05:45:00,28841
2017-12-05 04:45:00,34442.5
2017-12-06 03:45:00,53043
2017-12-07 02:45:00,109872
2017-12-08 01:45:00,173568
2017-12-09 00:45:00,156216
2017-12-09 23:45:00,103737.5
2017-12-10 22:45:00,83444
2017-12-11 21:45:00,81882.5
2017-12-12 20:45:00,100861.5
2017-12-13 19:45:00,97576.5
2017-12-14 18:45:00,105627
2017-12-15 17:45:00,115597
2017-12-16 16:45:00,124679.5
2017-12-17 15:45:00,100469.5
2017-12-18 14:45:00,108225.5
2017-12-19 13:45:00,119479
2017-12-20 12:45:00,123464.5
2017-12-21 11:45:00,122404
2017-12-22 10:45:00,138511
2017-12-23 09:45:00,97259
2017-12-24 08:45:00,88397.5
2017-12-25 07:45:00,91558
2017-12-26 06:45:00,97336
2017-12-27 05:45:00,104437.5
2017-12-28 04:45:00,106170.5
2017-12-29 03:45:00,107170
2017-12-30 02:45:00,114163
2017-12-31 01:45:00,98722.5
2018-01-01 00:45:00,86082
2018-01-01 23:45:00,82824
2018-01-02 22:45:00,87873
2018-01-03 21:45:00,97233
2018-01-04 20:45:00,90751.5
2018-01-05 19:45:00,78491.5
2018-01-06 18:45:00,68711.5
2018-01-07 17:45:00,67524
2018-01-08 16:45:00,54862.5
2018-01-09 15:45:00,41335.5
2018-01-10 14:45:00,40185.5
2018-01-11 13:45:00,34715
2018-01-12 12:45:00,38830.5
2018-01-13 11:45:00,37594
2018-01-14 10:45:00,40115
2018-01-15 09:45:00,38423
2018-01-16 08:45:00,29586
2018-01-17 07:45:00,54595.5
2018-01-18 06:45:00,50344.5
2018-01-19 05:45:00,52242
2018-01-20 04:45:00,70664
2018-01-21 03:45:00,72842.5
2018-01-22 02:45:00,67155
2018-01-23 01:45:00,55421
2018-01-24 00:45:00,61038
2018-01-24 23:45:00,48831
2018-01-25 22:45:00,39978.5
2018-01-26 21:45:00,36066
2018-01-27 20:45:00,28951
2018-01-28 19:45:00,27060.5
2018-01-29 18:45:00,16268
2018-01-30 17:45:00,21814
2018-01-31 16:45:00,14314.5
2018-02-01 15:45:00,16075
2018-02-02 14:45:00,30922.5
2018-02-03 13:45:00,11368.5
2018-02-04 12:45:00,10094.5
2018-02-05 11:45:00,7256.5
2018-02-06 10:45:00,5033
2018-02-07 09:45:00,5234.5
2018-02-08 08:45:00,6150
2018-02-09 07:45:00,5746.5
2018-02-10 06:45:00,6922
2018-02-11 05:45:00,4603
2018-02-12 04:45:00,4930.5
2018-02-13 03:45:00,4443
2018-02-14 02:45:00,5331
2018-02-15 01:45:00,1263
2018-02-16 00:45:00,2720
2018-02-16 23:45:00,2943.5
2018-02-17 22:45:00,6832.5
2018-02-18 21:45:00,5409
2018-02-19 20:45:00,4723.5
2018-02-20 19:45:00,2111
2018-02-21 18:45:00,5337.5
2018-02-22 17:45:00,2990.5
2018-02-23 16:45:00,3272
2018-02-24 15:45:00,8177.5
2018-02-25 14:45:00,1293
2018-02-26 13:45:00,3781.5
2018-02-27 12:45:00,7120
2018-02-28 11:45:00,6193.5
2018-03-01 10:45:00,3084
2018-03-02 09:45:00,1021
2018-03-03 08:45:00,5105.5
2018-03-04 07:45:00,4698
2018-03-05 06:45:00,4457.5
2018-03-06 05:45:00,3985
2018-03-07 04:45:00,4191.5
2018-03-08 03:45:00,4050.5
2018-03-09 02:45:00,2820.5
2018-03-10 01:45:00,2984
2018-03-11 00:45:00,7463
2018-03-11 23:45:00,460.5
2018-03-12 22:45:00,615
2018-03-13 21:45:00,2900.5
2018-03-14 20:45:00,785.5
2018-03-15 19:45:00,2001
2018-03-16 18:45:00,2463
2018-03-17 17:45:00,3480.5
2018-03-18 16:45:00,1073.5
2018-03-19 15:45:00,1922
2018-03-20 14:45:00,12442
2018-03-21 13:45:00,6097.5
2018-03-22 12:45:00,1721
2018-03-23 11:45:00,4551.5
2018-03-24 10:45:00,1536
2018-03-25 09:45:00,441.5
2018-03-26 08:45:00,1292.5
2018-03-27 07:45:00,2140.5
2018-03-28 06:45:00,2799.5
2018-03-29 05:45:00,469.5
2018-03-30 04:45:00,354.5
2018-03-31 03:45:00,1484
2018-04-01 02:45:00,464
2018-04-02 01:45:00,309.5
2018-04-03 00:45:00,358
2018-04-03 23:45:00,393.5
2018-04-04 22:45:00,2303
2018-04-05 21:45:00,659
2018-04-06 20:45:00,3791.5
2018-04-07 19:45:00,1002.5
2018-04-08 18:45:00,514
2018-04-09 17:45:00,7522.5
2018-04-10 16:45:00,4678.5
2018-04-11 15:45:00,4480
2018-04-12 14:45:00,16560.5
2018-04-13 13:45:00,7526.5
2018-04-14 12:45:00,7739
2018-04-15 11:45:00,1320.5
2018-04-16 10:45:00,3133
2018-04-17 09:45:00,1328.5
2018-04-18 08:45:00,1050
2018-04-19 07:45:00,1038.5
2018-04-20 06:45:00,749
2018-04-21 05:45:00,1807.5
2018-04-22 04:45:00,279.5
2018-04-23 03:45:00,450
2018-04-24 02:45:00,5939
2018-04-25 01:45:00,2967
2018-04-26 00:45:00,7194
2018-04-26 23:45:00,2259
2018-04-27 22:45:00,678
2018-04-28 21:45:00,797.5
2018-04-29 20:45:00,486.5
2018-04-30 19:45:00,2129.5
2018-05-01 18:45:00,1189.5
2018-05-02 17:45:00,10482.5
2018-05-03 16:45:00,6635
2018-05-04 15:45:00,6008.5
2018-05-05 14:45:00,711.5
2018-05-06 13:45:00,9600
2018-05-07 12:45:00,8386
2018-05-08 11:45:00,5766
2018-05-09 10:45:00,636
2018-05-10 09:45:00,2868.5
2018-05-11 08:45:00,9701.5
2018-05-12 07:45:00,969.5
2018-05-13 06:45:00,583
2018-05-14 05:45:00,901
2018-05-15 04:45:00,1382
2018-05-16 03:45:00,2638.5
2018-05-17 02:45:00,2008
2018-05-18 01:45:00,12269
2018-05-19 00:45:00,761.5
2018-05-19 23:45:00,370.5
2018-05-20 22:45:00,2296.5
2018-05-21 21:45:00,965.5
2018-05-22 20:45:00,4876.5
2018-05-23 19:45:00,4096
2018-05-24 18:45:00,1703.5
2018-05-25 17:45:00,683.5
2018-05-26 16:45:00,732.5
2018-05-27 15:45:00,787
2018-05-28 14:45:00,2883.5
2018-05-29 13:45:00,3003.5
2018-05-30 12:45:00,880.5
2018-05-31 11:45:00,2064.5
2018-06-01 10:45:00,4448
2018-06-02 09:45:00,2145
2018-06-03 08:45:00,472.5
2018-06-04 07:45:00,3134.5
2018-06-05 06:45:00,369.5
2018-06-06 05:45:00,863.5
2018-06-07 04:45:00,3465.5
2018-06-08 03:45:00,4739
2018-06-09 02:45:00,325.5
2018-06-10 01:45:00,2535.5
2018-06-11 00:45:00,266.5
2018-06-11 23:45:00,1165.5
2018-06-12 22:45:00,3043
2018-06-13 21:45:00,12281
2018-06-14 20:45:00,7905.5
2018-06-15 19:45:00,511.5
2018-06-16 18:45:00,1292
2018-06-17 17:45:00,1832
2018-06-18 16:45:00,6070
2018-06-19 15:45:00,8938.5
2018-06-20 14:45:00,11592.5
2018-06-21 13:45:00,711.5
2018-06-22 12:45:00,7636
2018-06-23 11:45:00,765.5
2018-06-24 10:45:00,782
2018-06-25 09:45:00,3371
2018-06-26 08:45:00,1849
2018-06-27 07:45:00,3071.5
2018-06-28 06:45:00,760.5
2018-06-29 05:45:00,1013
2018-06-30 04:45:00,1204.5
2018-07-01 03:45:00,782
2018-07-02 02:45:00,1797
2018-07-03 01:45:00,2830.5
2018-07-04 00:45:00,3424.5
2018-07-04 23:45:00,1922.5
2018-07-05 22:45:00,6796.5
2018-07-06 21:45:00,1404
2018-07-07 20:45:00,1158.5
2018-07-08 19:45:00,2261
2018-07-09 18:45:00,2066.5
2018-07-10 17:45:00,4924
2018-07-11 16:45:00,2502.5
